ResponseId,id,cpq,mdpq,wnpq,all_proficiency,hardware,software,imm_sum,delay_sum,constraints,mastery,useful,map,volunteer,charity,plan,dental,pay_prescription,pay_hospital,visual,limitations,checking,retirement,vehicle,inheritance_1,debts,age,sage,education,gender,hispanic,race,couple,shealth,hearing,vision,alcohol,effort,adopt_age,duration
r_2td0jo1faon2kos,60de9c66c01a9de405e9efb0,46.0,66.0,40.0,152.0,3.0,19.0,5,5,29.0,15.0,12.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,81.0,1.0,62.0,50.0,12.0,1.0,0.0,1.0,0.0,3.0,3.0,4.0,0.0,1.0,41.0,1315
r_2cj1cwatfedt0xu,6051536b3e81428095504b35,49.0,58.0,27.0,134.0,3.0,23.0,6,6,9.0,24.0,11.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,99.0,0.0,62.0,60.0,19.0,1.0,0.0,1.0,1.0,5.0,4.0,5.0,1.0,1.0,45.0,1840
r_2zeznb9fkztiq4z,5e711d9e908b46031e32138c,37.0,50.0,25.0,112.0,2.0,15.0,6,6,36.0,19.0,12.0,1.0,1.0,0.0,0.0,1.0,,,3.0,5.0,1.0,0.0,1.0,51.0,0.0,61.0,61.0,14.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,55.0,2659
r_scbf6smez6izkhj,60367f78082e3dedb8238ea3,48.0,64.0,26.0,138.0,4.0,23.0,6,8,10.0,22.0,12.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,75.0,1.0,75.0,65.0,14.0,0.0,0.0,1.0,0.0,4.0,5.0,5.0,1.0,1.0,40.0,1193
r_3ccwjcuxni3v4c5,615628491d10d2dda4037437,50.0,68.0,40.0,158.0,3.0,28.0,7,5,21.0,24.0,15.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,100.0,1.0,60.0,45.0,12.0,0.0,0.0,1.0,0.0,4.0,5.0,5.0,1.0,1.0,35.0,937
r_3pljumyxtd2uitn,614dd1f943ec0b21335f6421,50.0,68.0,28.0,146.0,6.0,31.0,7,9,31.0,21.0,15.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,100.0,1.0,65.0,58.0,24.0,0.0,0.0,1.0,1.0,3.0,4.0,5.0,1.0,0.0,31.0,1410
r_d74uzwfgg7j4d5t,5e842a0eb85d4718ea8a6256,50.0,68.0,38.0,156.0,5.0,19.0,5,3,28.0,9.0,15.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,85.0,1.0,64.0,64.0,13.0,1.0,0.0,1.0,1.0,3.0,3.0,3.0,0.0,1.0,49.0,633
r_7oroeqvyl32fcxx,58cefdb030c4cf0001ceb3ac,49.0,64.0,32.0,145.0,5.0,25.0,9,9,18.0,25.0,13.0,1.0,1.0,1.0,1.0,1.0,,,3.0,9.0,1.0,0.0,1.0,80.0,1.0,66.0,60.0,17.0,0.0,0.0,1.0,1.0,3.0,4.0,5.0,1.0,1.0,40.0,875
r_2sbiu448ddkho3b,5f489766dbc4a2364c0f4f93,50.0,68.0,32.0,150.0,5.0,27.0,9,9,8.0,19.0,15.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,51.0,1.0,63.0,40.0,16.0,0.0,0.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,40.0,956
r_1iawhtgbs16tb63,616c5f739f0d38f57216d84b,43.0,64.0,34.0,141.0,5.0,26.0,6,6,24.0,22.0,14.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,100.0,0.0,61.0,55.0,16.0,0.0,0.0,3.0,1.0,4.0,3.0,4.0,1.0,1.0,29.0,932
r_bla2ftko6iyhdzt,5fc97e96984e254769a3331c,48.0,46.0,18.0,112.0,3.0,20.0,7,5,31.0,16.0,15.0,1.0,0.0,1.0,0.0,0.0,,,4.0,1.0,1.0,1.0,1.0,100.0,0.0,62.0,62.0,22.0,0.0,0.0,1.0,0.0,4.0,3.0,3.0,1.0,1.0,35.0,1135
r_3q7ikwz8p7y7i9j,614ff5087d00000408f278d5,50.0,68.0,23.0,141.0,5.0,27.0,4,2,10.0,23.0,15.0,1.0,0.0,0.0,0.0,1.0,,,3.0,0.0,1.0,0.0,1.0,81.0,1.0,63.0,55.0,13.0,0.0,0.0,1.0,0.0,4.0,5.0,5.0,1.0,1.0,30.0,1043
r_2bjdok1wryzidtg,5fb3ee1e63363a000b7038cb,47.0,64.0,26.0,137.0,7.0,28.0,8,8,37.0,22.0,11.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,90.0,1.0,63.0,70.0,18.0,0.0,0.0,1.0,0.0,3.0,4.0,3.0,0.0,0.0,33.0,1079
r_voymfvaqsxhdns1,569298838d93fe000dfa033c,49.0,30.0,22.0,101.0,3.0,22.0,7,6,52.0,9.0,15.0,1.0,0.0,0.0,1.0,0.0,,,3.0,8.0,0.0,0.0,1.0,0.0,0.0,70.0,12.0,16.0,0.0,0.0,1.0,0.0,2.0,5.0,4.0,1.0,1.0,45.0,1088
r_eetulsqb44hk8ff,5de831cad4995d000c5fb540,50.0,68.0,40.0,158.0,3.0,25.0,10,9,18.0,22.0,15.0,1.0,0.0,0.0,0.0,1.0,,,4.0,2.0,1.0,0.0,1.0,100.0,0.0,60.0,45.0,17.0,1.0,0.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,19.0,1285
r_22zh4jybfwqnjjs,5c12f106c4b80e000192c472,50.0,68.0,32.0,150.0,4.0,27.0,7,6,22.0,23.0,15.0,1.0,0.0,0.0,1.0,1.0,,,2.0,11.0,1.0,0.0,1.0,5.0,1.0,60.0,45.0,16.0,0.0,0.0,1.0,1.0,2.0,5.0,5.0,1.0,1.0,38.0,1141
r_1dg4gf6b0ky49mn,5edc203396a7278dd3c731ed,50.0,68.0,32.0,150.0,4.0,20.0,6,3,36.0,18.0,15.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,100.0,1.0,64.0,26.0,14.0,1.0,0.0,1.0,1.0,2.0,4.0,3.0,0.0,1.0,34.0,1274
r_2ua8fxey27jg3ip,69e8b311,45.0,51.0,20.0,116.0,5.0,21.0,6,4,26.0,15.0,12.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,2.0,8.0,1.0,1.0,1.0,95.0,1.0,77.0,77.0,16.0,0.0,0.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,57.0,1390
r_3emqoukdhha3wsl,615914a33224dc31f1045612,50.0,64.0,36.0,150.0,7.0,26.0,4,2,20.0,21.0,15.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,100.0,1.0,61.0,45.0,12.0,1.0,0.0,1.0,1.0,2.0,3.0,5.0,1.0,1.0,38.0,942
r_2sicnzrbctitube,5eb2220339aaed38706d2ed5,48.0,64.0,32.0,144.0,7.0,25.0,7,5,25.0,21.0,12.0,1.0,0.0,0.0,1.0,0.0,,,3.0,3.0,1.0,0.0,1.0,100.0,1.0,66.0,60.0,13.0,0.0,0.0,1.0,0.0,2.0,4.0,3.0,0.0,1.0,45.0,1661
r_3hcmoxzfsvbw8z0,5c1976c90d57c30001b4162c,50.0,55.0,28.0,133.0,2.0,20.0,9,7,10.0,27.0,15.0,1.0,0.0,0.0,1.0,0.0,,,4.0,2.0,1.0,0.0,1.0,95.0,1.0,70.0,60.0,25.0,0.0,0.0,1.0,0.0,4.0,4.0,4.0,1.0,1.0,45.0,1866
r_1gw9fyajzrsjlbn,5c365b5e8821900001b3876c,45.0,28.0,0.0,73.0,2.0,12.0,10,10,36.0,15.0,12.0,1.0,0.0,0.0,1.0,1.0,,,1.0,11.0,1.0,1.0,1.0,10.0,1.0,61.0,60.0,16.0,0.0,0.0,1.0,1.0,2.0,5.0,2.0,1.0,0.0,35.0,827
r_2tqroejpfcnocl7,6151e479b4ee16668948c7f2,49.0,65.0,30.0,144.0,4.0,22.0,8,6,34.0,20.0,15.0,1.0,0.0,0.0,1.0,0.0,,,3.0,0.0,1.0,1.0,1.0,100.0,1.0,68.0,60.0,16.0,1.0,0.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,30.0,1026
r_12toi2p0wesxrbu,6042794fe3c49714bee3e9cf,46.0,57.0,33.0,136.0,6.0,26.0,5,7,14.0,25.0,15.0,1.0,1.0,0.0,1.0,0.0,,,2.0,1.0,1.0,0.0,1.0,92.0,0.0,70.0,39.0,17.0,0.0,0.0,1.0,0.0,4.0,4.0,4.0,0.0,1.0,30.0,1168
r_3frhgtlnjylslwh,60a1d05d28c6acef0f115acf,50.0,68.0,38.0,156.0,5.0,30.0,9,9,25.0,23.0,14.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,95.0,1.0,63.0,48.0,16.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,0.0,1.0,36.0,1251
r_3rwfvupfu8wlsu6, 6152b8943ef5c73934ed350a,50.0,68.0,32.0,150.0,3.0,20.0,5,4,19.0,25.0,15.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,65.0,0.0,79.0,50.0,14.0,1.0,0.0,2.0,0.0,3.0,4.0,3.0,1.0,1.0,19.0,1335
r_22nuyv5b1mgnswc,5d1a7bb2339da6001a12b11a,48.0,67.0,23.0,138.0,2.0,25.0,9,7,24.0,17.0,15.0,1.0,1.0,0.0,1.0,1.0,,,3.0,0.0,1.0,1.0,1.0,90.0,1.0,67.0,37.0,16.0,0.0,0.0,1.0,0.0,4.0,5.0,4.0,1.0,1.0,47.0,2015
r_1dcujejxccpu6mf,5d321a7348bf98001646aeb2,50.0,68.0,36.0,154.0,4.0,25.0,4,5,29.0,23.0,12.0,1.0,0.0,1.0,0.0,1.0,,,2.0,2.0,1.0,0.0,1.0,2.0,1.0,61.0,50.0,13.0,0.0,0.0,1.0,0.0,3.0,4.0,4.0,1.0,1.0,45.0,2028
r_wwjtgq7w6tvb0ah,5f82567f1e720a3842580d23,50.0,67.0,36.0,153.0,5.0,18.0,7,5,11.0,28.0,14.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,100.0,1.0,61.0,55.0,16.0,1.0,0.0,1.0,1.0,4.0,5.0,5.0,1.0,1.0,29.0,590
r_3qmxe9osunij0n4,5cf3f7364bcc6400019d71fa,50.0,68.0,40.0,158.0,4.0,21.0,7,6,11.0,23.0,15.0,1.0,0.0,0.0,0.0,0.0,,,2.0,0.0,1.0,0.0,1.0,70.0,1.0,64.0,40.0,12.0,0.0,0.0,1.0,0.0,5.0,4.0,4.0,0.0,1.0,40.0,558
r_1clmakjzvfbhhme,60c119b30aa5205b493541b6,49.0,66.0,38.0,153.0,7.0,29.0,4,3,24.0,22.0,15.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,4.0,9.0,1.0,0.0,1.0,81.0,1.0,69.0,69.0,16.0,1.0,0.0,1.0,1.0,2.0,4.0,4.0,0.0,0.0,50.0,1329
r_1rofwkdgrdhi57k,5dc8d8b90a0b38630af7a0ba,50.0,66.0,36.0,152.0,4.0,27.0,5,5,28.0,18.0,15.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,1.0,30.0,1.0,70.0,58.0,16.0,0.0,1.0,1.0,1.0,4.0,5.0,4.0,1.0,1.0,48.0,1191
r_1cjt7klglyvobxy,60fdbd0f06c0c59f1e37183d,50.0,66.0,34.0,150.0,7.0,31.0,7,6,28.0,23.0,14.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,70.0,1.0,71.0,50.0,18.0,0.0,0.0,1.0,0.0,4.0,4.0,5.0,0.0,1.0,45.0,1536
r_3gkokig4fwtbnhp,6151e70a336a52b8af712d41,49.0,68.0,40.0,157.0,6.0,32.0,8,5,23.0,15.0,15.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,80.0,0.0,66.0,66.0,18.0,1.0,0.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,38.0,1433
r_2cjnfqgfrtl4twy,616befee35e875a91fbe19cd,41.0,46.0,12.0,99.0,5.0,19.0,9,8,30.0,22.0,15.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,100.0,0.0,79.0,65.0,15.0,0.0,0.0,1.0,1.0,3.0,3.0,4.0,0.0,1.0,68.0,1745
r_1jpp3mano5fxass,616c7777b6a2486957bafbf0,49.0,66.0,31.0,146.0,6.0,27.0,9,7,14.0,24.0,15.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,100.0,1.0,63.0,50.0,20.0,0.0,0.0,1.0,1.0,3.0,5.0,3.0,1.0,1.0,32.0,1592
r_2qpxn9rq1eabes5,5eb983034987d1074b5232ce,48.0,62.0,34.0,144.0,4.0,23.0,5,4,12.0,24.0,13.0,1.0,0.0,0.0,0.0,0.0,,,1.0,0.0,1.0,0.0,1.0,69.0,1.0,60.0,40.0,12.0,0.0,0.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,29.0,887
r_1cxc73n8ymzny0l,5d2a068fd7d4940019e63136,48.0,14.0,0.0,62.0,1.0,15.0,6,5,42.0,12.0,14.0,1.0,0.0,1.0,1.0,0.0,,,2.0,8.0,1.0,0.0,0.0,100.0,1.0,75.0,45.0,15.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,0.0,0.0,50.0,1055
r_1dwlbjlre4swncf,60e36e6ecb9f00e7b4dab92e,50.0,68.0,37.0,155.0,6.0,27.0,7,7,11.0,26.0,15.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,80.0,0.0,66.0,52.0,13.0,1.0,0.0,1.0,1.0,4.0,5.0,5.0,1.0,1.0,40.0,893
r_1p6krghl1fd4qyb,5cd6c1197b871a0001b13589,45.0,55.0,20.0,120.0,5.0,22.0,8,4,13.0,26.0,15.0,1.0,0.0,0.0,1.0,1.0,,,1.0,9.0,1.0,0.0,1.0,30.0,1.0,60.0,60.0,12.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,0.0,1.0,40.0,974
r_sdppydluggy3onl,5de5538f8fde1c4dbc951498,50.0,68.0,30.0,148.0,2.0,20.0,6,6,14.0,23.0,12.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,90.0,0.0,61.0,50.0,12.0,0.0,0.0,1.0,0.0,3.0,4.0,3.0,0.0,1.0,35.0,1158
r_22mribkvgnmo9nd,5f0a1a071bd6332cf8eb0ebd,47.0,65.0,32.0,144.0,4.0,32.0,7,7,17.0,18.0,14.0,1.0,0.0,0.0,1.0,1.0,,,4.0,6.0,1.0,0.0,1.0,51.0,1.0,61.0,55.0,22.0,0.0,0.0,1.0,0.0,3.0,4.0,4.0,1.0,1.0,33.0,1199
r_1dfzxvjfynogppm,6102e4f5caf1aed4d071c696,50.0,63.0,34.0,147.0,6.0,29.0,7,7,24.0,19.0,13.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,81.0,1.0,64.0,64.0,15.0,0.0,0.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,38.0,1106
r_3q8wdkotcwwq9cg,60cba33aa66d767b09f8e9e9,48.0,60.0,37.0,145.0,6.0,22.0,7,6,24.0,17.0,15.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,71.0,61.0,16.0,1.0,0.0,1.0,0.0,4.0,4.0,4.0,1.0,1.0,47.0,1350
r_3shu2chmckxemey,5e89fdffad009e010e958ee7,50.0,68.0,36.0,154.0,7.0,30.0,7,6,12.0,27.0,15.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,1.0,100.0,0.0,68.0,68.0,16.0,1.0,0.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,32.0,1275
r_3haxoucja04eskr,5e8b32ec2c33ae7f20a0b401,40.0,51.0,32.0,123.0,3.0,21.0,6,5,27.0,20.0,15.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,60.0,55.0,18.0,0.0,0.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,30.0,1444
r_ykxnzatzn7fvmcx,5fa17ddeabc188288bde81c8,50.0,62.0,32.0,144.0,5.0,24.0,9,10,8.0,27.0,12.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,100.0,1.0,60.0,50.0,16.0,1.0,0.0,1.0,1.0,4.0,5.0,4.0,1.0,1.0,30.0,1090
r_2pvsrx7ehptcglp,59894fbbda239a0001fb8e16,49.0,68.0,40.0,157.0,2.0,20.0,4,4,25.0,17.0,15.0,1.0,0.0,0.0,0.0,0.0,,,4.0,0.0,1.0,1.0,1.0,51.0,0.0,61.0,30.0,14.0,0.0,0.0,1.0,0.0,4.0,3.0,3.0,1.0,1.0,40.0,1437
r_2v1ntawh5pvujog,6143e022ec8dfbce17b7e211,50.0,66.0,24.0,140.0,5.0,19.0,4,3,21.0,23.0,12.0,1.0,1.0,1.0,1.0,1.0,,,3.0,4.0,1.0,0.0,1.0,0.0,0.0,67.0,60.0,18.0,1.0,0.0,1.0,1.0,3.0,5.0,5.0,0.0,1.0,50.0,1360
r_23ujxzvzdfkdqzp,57bf14513c449a000189c89a,49.0,64.0,26.0,139.0,3.0,28.0,8,7,11.0,23.0,15.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,0.0,5.0,1.0,68.0,59.0,17.0,1.0,0.0,1.0,0.0,3.0,3.0,4.0,0.0,1.0,21.0,1182
r_2p2aqr3jpwmd7lb,6148ea50509c9ce6c1f023c0,50.0,68.0,40.0,158.0,5.0,29.0,3,7,10.0,28.0,15.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,100.0,1.0,63.0,50.0,16.0,1.0,0.0,1.0,1.0,5.0,4.0,4.0,1.0,1.0,41.0,1574
r_24cri1g97n6dr6t,5b33a01fa8327d0001003821,49.0,55.0,20.0,124.0,4.0,23.0,6,6,19.0,22.0,15.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,95.0,0.0,68.0,58.0,12.0,0.0,0.0,1.0,1.0,4.0,4.0,3.0,0.0,1.0,46.0,1192
r_1ojf44qlucqqk40,608f2b2239ba31bad6a074f7,50.0,57.0,40.0,147.0,5.0,22.0,5,5,31.0,14.0,15.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,11.0,1.0,0.0,1.0,10.0,1.0,60.0,80.0,12.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,1.0,0.0,25.0,1320
r_1cmctvcumkfqmcf,614e7ad7ff5a0d785d5e550a,49.0,68.0,34.0,151.0,4.0,23.0,7,6,40.0,21.0,15.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,5.0,1.0,0.0,1.0,0.0,1.0,65.0,65.0,20.0,1.0,0.0,1.0,0.0,2.0,4.0,4.0,1.0,0.0,35.0,1400
r_3jaenkskcilvc9q,615224b6fec95dfc43439c28,48.0,68.0,30.0,146.0,7.0,27.0,8,8,21.0,24.0,15.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,98.0,1.0,73.0,60.0,20.0,1.0,0.0,1.0,1.0,4.0,4.0,4.0,1.0,1.0,49.0,1790
r_u2seqwcv4tma31t,5fb9b9c1c62f408e51e09e32,50.0,34.0,24.0,108.0,3.0,20.0,7,7,13.0,28.0,15.0,1.0,0.0,0.0,1.0,0.0,,,2.0,0.0,1.0,0.0,1.0,100.0,1.0,68.0,25.0,22.0,0.0,0.0,1.0,1.0,5.0,5.0,5.0,0.0,1.0,35.0,1463
r_2ahhvaebadgjbvb,614f75c032f05a135099017b,44.0,31.0,10.0,85.0,5.0,17.0,6,4,52.0,19.0,12.0,1.0,1.0,1.0,1.0,1.0,,,2.0,5.0,1.0,0.0,1.0,0.0,0.0,69.0,90.0,15.0,1.0,0.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,38.0,1610
r_1iasbqvf2x4bb49,5fc50bb38378c80ac88354ef,45.0,66.0,34.0,145.0,4.0,22.0,7,7,11.0,26.0,15.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,100.0,1.0,64.0,45.0,16.0,0.0,0.0,2.0,0.0,2.0,3.0,3.0,0.0,1.0,42.0,1451
r_3isowfch1p0mt1m,61074d738b7ddc86e10167ad,50.0,68.0,38.0,156.0,6.0,34.0,9,9,13.0,27.0,12.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,100.0,0.0,62.0,60.0,17.0,0.0,0.0,1.0,1.0,4.0,5.0,3.0,0.0,1.0,34.0,672
r_2vyc1fqultn9rrh,5bcded8f2d94a8000133e068,47.0,54.0,27.0,128.0,4.0,23.0,7,5,33.0,18.0,14.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,51.0,1.0,63.0,50.0,12.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,0.0,1.0,42.0,716
r_1rwe5nsixqo2ro5,5f402eb4fbd8df145068b805,47.0,14.0,19.0,80.0,2.0,20.0,7,7,38.0,17.0,10.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,10.0,1.0,1.0,1.0,99.0,1.0,60.0,95.0,15.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,33.0,810
r_3qdckmcysjtkw60,5e2d96d3bc554937d1b3917a,49.0,68.0,36.0,153.0,3.0,21.0,8,6,8.0,28.0,15.0,1.0,0.0,0.0,1.0,1.0,,,4.0,1.0,1.0,1.0,1.0,70.0,0.0,65.0,50.0,16.0,1.0,0.0,1.0,0.0,3.0,4.0,3.0,0.0,1.0,30.0,745
r_2yrq7brcprrs0ls,60c4e59f7d316239aa92f87d,50.0,68.0,40.0,158.0,4.0,24.0,6,6,30.0,20.0,14.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,90.0,1.0,63.0,55.0,16.0,0.0,0.0,1.0,1.0,4.0,3.0,5.0,1.0,1.0,43.0,928
r_2pp4w4ruee02jcp,61509f6eb3a929e50f33ede1,50.0,68.0,38.0,156.0,5.0,26.0,8,8,12.0,27.0,15.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,4.0,8.0,1.0,1.0,1.0,100.0,1.0,61.0,61.0,16.0,1.0,0.0,5.0,1.0,3.0,4.0,4.0,0.0,1.0,35.0,929
r_1owbycey2ifwdx5,60ce5270f1695ea416c25fc3,50.0,68.0,40.0,158.0,6.0,30.0,5,4,17.0,17.0,15.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,100.0,0.0,64.0,60.0,19.0,1.0,0.0,1.0,1.0,4.0,3.0,4.0,1.0,1.0,40.0,1021
r_22tfpd4zb5a7c8o,5ddef2e6929d5de6f1050f1c,49.0,62.0,32.0,143.0,4.0,24.0,8,6,31.0,18.0,12.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,100.0,1.0,60.0,55.0,20.0,1.0,0.0,1.0,1.0,3.0,1.0,4.0,0.0,1.0,35.0,2846
r_6ygswwtag6qa8fz,5ea45eb9abef8a07bcced2bc,46.0,60.0,30.0,136.0,5.0,28.0,8,5,37.0,13.0,15.0,1.0,0.0,0.0,1.0,0.0,,,3.0,9.0,1.0,1.0,1.0,29.0,1.0,74.0,55.0,18.0,0.0,0.0,1.0,0.0,2.0,4.0,3.0,0.0,1.0,55.0,823
r_3lgsz6eqbpftrhg,606609111ba10f35596db018,50.0,68.0,38.0,156.0,3.0,28.0,9,7,18.0,24.0,13.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,100.0,0.0,61.0,50.0,16.0,0.0,0.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,35.0,888
r_1cc4uvkm9nimvcw,5f92002ccc33eb0ff3d749c5,49.0,64.0,38.0,151.0,6.0,30.0,9,8,40.0,25.0,13.0,1.0,0.0,0.0,1.0,0.0,,,3.0,6.0,1.0,0.0,1.0,100.0,0.0,63.0,45.0,17.0,0.0,0.0,1.0,0.0,2.0,4.0,4.0,0.0,1.0,28.0,1381
r_3kgbhltjplw0teu,5d63275f9b22da000117b107,43.0,14.0,8.0,65.0,2.0,16.0,8,7,38.0,10.0,15.0,1.0,0.0,0.0,1.0,0.0,,,2.0,1.0,1.0,0.0,1.0,0.0,0.0,68.0,68.0,12.0,1.0,0.0,1.0,0.0,2.0,3.0,3.0,0.0,1.0,50.0,1313
r_wbwzanr5ygv0nhd,5cb553b7a0ccb30017e5b617,50.0,68.0,40.0,158.0,4.0,25.0,9,8,8.0,28.0,14.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,100.0,1.0,60.0,45.0,16.0,0.0,0.0,1.0,0.0,4.0,4.0,3.0,1.0,1.0,32.0,1247
r_uhbkhrazlbent3j,58642f4de16d530001b34622,49.0,67.0,39.0,155.0,4.0,20.0,6,6,34.0,20.0,14.0,1.0,0.0,0.0,1.0,1.0,,,2.0,4.0,1.0,0.0,0.0,0.0,0.0,62.0,70.0,12.0,1.0,0.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,32.0,939
r_1ff5gtrm0ttv5zc,5c01dc58067bbf00019bb318,49.0,53.0,29.0,131.0,5.0,23.0,8,7,29.0,22.0,13.0,1.0,0.0,1.0,1.0,0.0,,,3.0,2.0,1.0,0.0,1.0,65.0,0.0,64.0,55.0,16.0,1.0,0.0,1.0,0.0,3.0,4.0,4.0,1.0,1.0,40.0,1425
r_2qnt8sggycz6e9u,60632b562ed6028c6bb905a6,47.0,62.0,31.0,140.0,2.0,24.0,5,5,33.0,16.0,15.0,1.0,0.0,0.0,0.0,0.0,,,1.0,5.0,1.0,0.0,1.0,29.0,1.0,63.0,63.0,19.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,1.0,0.0,37.0,1793
r_ys699cra6iavtql,610c8f2f8b57224462b6ea5a,50.0,43.0,27.0,120.0,2.0,21.0,7,7,28.0,20.0,15.0,1.0,0.0,0.0,1.0,1.0,,,4.0,0.0,1.0,1.0,1.0,55.0,1.0,62.0,50.0,12.0,0.0,0.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,40.0,1385
r_3sohqfcuwlic9sl,5c101f812a1a620001f04007,50.0,68.0,32.0,150.0,3.0,27.0,8,4,8.0,28.0,15.0,1.0,0.0,1.0,1.0,0.0,,,2.0,0.0,1.0,0.0,1.0,0.0,1.0,67.0,50.0,14.0,0.0,0.0,1.0,0.0,4.0,4.0,4.0,1.0,1.0,50.0,1537
